clinic_code,clinic_name,symptoms,symptom_code,main_symptom,eng_clinic
CL0011,"ศูนย์สุขภาพ","รู้เกี่ยวกับเช็คอัพประจำปีบริษัทประมาณ 5 วันจะมามาโรงพยาบาล","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","2 ชั่วโมงมีอาการอยากรู้ check up ก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","วันนี้มีนัดมาปรึกษาตรวจก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","มาcheck up ประจำปีของมีอาการมาประมาณ 2 วันก่อนพบแพทย์","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","ตรวจประจำปีของ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","มีนัดมาเพื่อมีนัดมาเช็คอัพก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","เช็คอัพก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","รู้check upประจำปี","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","สนใจการ check upก่อนไปต่างประเทศประมาณ 6 สัปดาห์ก่อนมา","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","เมื่อ 9 วันมีอาการ check upก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","ปรึกษาเกี่ยวกับตรวจประจำปีบริษัท","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","ประมาณ 3 วันก่อนหน้านี้มีอาการขอข้อมูล check upก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","อยากขอข้อมูลเกี่ยวกับเช็คอัพก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","วันนี้เพื่อมีนัดเช็คอัพประจำปีของ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","5 ชั่วโมงก่อนหน้ามีอาการสนใจเช็คอัพก่อนไปต่างประเทศ","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","วันนี้มีนัดมามีนัดมาcheck upประจำปี","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0011,"ศูนย์สุขภาพ","อยากขอข้อมูลเกี่ยวกับcheck upก่อนไปต่างประเทศประมาณ 5 สัปดาห์จะมา","d0000028","มาตรวจสุขภาพ", "Checkup"
CL0007,"คลินิกศัลยกรรมทั่วไป","ประมาณ 6 วันก่อนหน้ามีอาการมาผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","เพื่อมีนัดส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ประมาณ 7 สัปดาห์มีอาการมาส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","วันนี้มามีนัดส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","เมื่อ 9 วันก่อนหน้านี้มีอาการส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","วันนี้มามีนัดผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","มาส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ประมาณ 9 วันก่อนหน้ามีอาการส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","มามีนัดส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ส่องกล้องมีอาการมาราวๆ 7 วันมาโรงพยาบาล","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ส่องกล้องเป็นมาราวๆ 7 วัน","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","มาผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","มีนัดผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ผ่าตัดประมาณ 3 เดือนพบแพทย์","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","มาผ่าตัดน่าจะประมาณ 1 เดือน","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","มาส่องกล้องเริ่มราวๆ 2 ชั่วโมง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ผ่าตัดคาดว่าเมื่อประมาณ 7 เดือนจะมาพบแพทย์","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ผ่าตัดคาดว่าราวๆ 4 อาทิตย์ก่อนพบแพทย์","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","6 วันมีอาการผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ราวๆ 9 สัปดาห์ก่อนหน้ามีอาการผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","มาส่องกล้องเมื่อราวๆ 6 อาทิตย์ก่อนพบแพทย์","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ผ่าตัดประมาณ 4 เดือนก่อนมา","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ประมาณ 9 อาทิตย์ก่อนหน้ามีอาการมาผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","1 สัปดาห์มีอาการผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ราวๆ 6 สัปดาห์ก่อนหน้านี้มีอาการมาผ่าตัด","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0007,"คลินิกศัลยกรรมทั่วไป","ส่องกล้อง","d0000029","ผ่าตัด/ส่องกล้อง", "OPD Surgery"
CL0025,"คลินิกจิตเวช","พิจารณารับลูกสาวบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ราวๆ 7 เดือนก่อนมีอาการรับลูกชายบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ราวๆ 1 เดือนก่อนนี้มีอาการพิจารณารับลูกสาวบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","เมื่อ 1 อาทิตย์ก่อนหน้านี้มีอาการรับลูกบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับลูกชายบุญธรรมประมาณ 4 ชั่วโมง","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับบุตรสาวบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับบุตรบุญธรรมประมาณ 6 สัปดาห์ก่อนมา","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับบุตรชายบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับบุตรสาวบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับลูกชายบุญธรรมน่าจะประมาณ 6 อาทิตย์มาหาหมอ","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","7 สัปดาห์นี้มีอาการพิจารณารับลูกบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับบุตรบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับบุตรสาวบุญธรรมคาดว่ามีอาการมาประมาณ 2 วันจะมา","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับบุตรสาวบุญธรรมราวๆ 4 วันจะมา","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","8 เดือนก่อนนี้มีอาการพิจารณารับบุตรบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับลูกบุญธรรมประมาณ 1 อาทิตย์ก่อนมา","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","9 ชั่วโมงก่อนหน้านี้มีอาการรับบุตรชายบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","3 เดือนก่อนหน้ามีอาการรับลูกบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","8 สัปดาห์นี้มีอาการพิจารณารับลูกบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับลูกบุญธรรมน่าจะเป็นมาราวๆ 1 สัปดาห์","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","8 เดือนก่อนหน้ามีอาการรับบุตรสาวบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับลูกบุญธรรมเมื่อประมาณ 4 วันพบแพทย์","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับลูกบุญธรรมประมาณ 7 สัปดาห์ก่อนมาพบแพทย์","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","1 สัปดาห์นี้มีอาการพิจารณารับบุตรบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","3 สัปดาห์มีอาการพิจารณารับบุตรบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","1 ชั่วโมงก่อนหน้ามีอาการพิจารณารับบุตรชายบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับบุตรบุญธรรมน่าจะราวๆ 3 วัน","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พิจารณารับบุตรชายบุญธรรมมีอาการมาประมาณ 4 วันก่อนพบแพทย์","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ราวๆ 1 อาทิตย์ก่อนนี้มีอาการพิจารณารับบุตรสาวบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","รับลูกบุญธรรม","d0000030","รับบุตรบุญธรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ต้องการทำพินัยกรรมราวๆ 1 สัปดาห์ก่อนจะมา","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","6 ชั่วโมงมีอาการทำพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","9 ชั่วโมงนี้มีอาการพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ราวๆ 2 อาทิตย์มีอาการทำพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พินัยกรรมเมื่อประมาณ 4 อาทิตย์ก่อน","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","4 เดือนก่อนหน้านี้มีอาการพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ราวๆ 7 ชั่วโมงมีอาการพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรมราวๆ 7 สัปดาห์ก่อน","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรมประมาณ 6 ชั่วโมงหาหมอ","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","9 วันก่อนหน้านี้มีอาการทำพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรมประมาณ 1 ชั่วโมงจะมามาโรงพยาบาล","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พินัยกรรมเมื่อราวๆ 6 อาทิตย์จะมา","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ต้องการทำพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ประมาณ 1 อาทิตย์ก่อนนี้มีอาการพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","เมื่อ 8 สัปดาห์นี้มีอาการทำพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรมเริ่มประมาณ 3 อาทิตย์ก่อนพบแพทย์","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรมน่าจะประมาณ 3 เดือนจะมา","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรมประมาณ 2 สัปดาห์มามาโรงพยาบาล","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","พินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","8 วันมีอาการต้องการทำพินัยกรรม","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0025,"คลินิกจิตเวช","ทำพินัยกรรมน่าจะประมาณ 7 อาทิตย์ก่อนจะมาหาหมอ","d0000031","พินัยกรรม", "OPD Psychiatry"
CL0009,"คลินิกเต้านม","ราวๆ 8 อาทิตย์นี้มีอาการมีอาการเจ็บบริเวณหน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บบริเวณหน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","7 วันนี้มีอาการมีอาการเจ็บที่บริเวณหัวนม","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บตรงหัวนม","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บที่บริเวณหัวนม","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บตรงบริเวณหน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","9 วันก่อนมีอาการมีอาการเจ็บเต้านมทั้งสองข้าง","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บบริเวณหน้าอกข้างซ้าย","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ประมาณ 4 สัปดาห์ก่อนมีอาการเจ็บบริเวณหัวนม","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ประมาณ 7 เดือนมีอาการมีอาการเจ็บที่หน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บบริเวณเต้านม","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บหัวนมซ้ายเมื่อประมาณ 7 ชั่วโมงก่อนมา","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","6 อาทิตย์นี้มีอาการเจ็บตรงบริเวณหน้าอกทั้งสองข้าง","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เมื่อ 3 วันนี้มีอาการเจ็บที่บริเวณหน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บบริเวณหัวนม","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ประมาณ 7 อาทิตย์ก่อนหน้านี้มีอาการมีอาการเจ็บที่หน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เมื่อ 4 ชั่วโมงมีอาการเจ็บที่บริเวณหน้าอกทั้งสองข้าง","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บที่หัวนมซ้าย","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","8 เดือนมีอาการมีอาการเจ็บหน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บหน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บที่หน้าอกซ้ายเมื่อราวๆ 3 สัปดาห์ก่อนพบแพทย์","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บบริเวณหัวนม","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บตรงบริเวณหน้าอก","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บที่บริเวณหน้าอกมีอาการมาราวๆ 2 ชั่วโมงก่อนจะมามาโรงพยาบาล","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บที่บริเวณหัวนมขวา","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","8 วันมีอาการเจ็บบริเวณหน้าอกข้างขวา","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บที่หน้าอกข้างซ้าย","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีอาการเจ็บตรงบริเวณหน้าอกทั้งสองข้างน่าจะเป็นมาประมาณ 7 อาทิตย์ก่อนหาหมอ","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บตรงหน้าอกคาดว่าราวๆ 3 สัปดาห์","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เจ็บที่บริเวณหัวนมคาดว่าประมาณ 2 วันก่อนจะมา","d0000034","เจ็บเต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","9 อาทิตย์ก่อนหน้ามีอาการมีผังผืดที่หน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดบริเวณนมเมื่อราวๆ 7 เดือนก่อนมาโรงพยาบาล","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดตรงเต้านม","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดบริเวณเต้านมทั้งสองข้างเริ่มเป็นมาประมาณ 5 สัปดาห์จะมาพบแพทย์","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดที่บริเวณเต้านมทั้งสองข้างน่าจะประมาณ 4 สัปดาห์","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","6 อาทิตย์นี้มีอาการผังผืดที่หน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดที่บริเวณเต้านมทั้งสองข้างเมื่อประมาณ 3 สัปดาห์ก่อน","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","9 สัปดาห์ก่อนมีอาการมีผังผืดที่บริเวณหน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","5 เดือนนี้มีอาการผังผืดบริเวณหน้าอกข้างขวา","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดบริเวณนมข้างขวาประมาณ 6 อาทิตย์จะมาหาหมอ","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดบริเวณหน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดบริเวณหน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เมื่อ 9 สัปดาห์ก่อนนี้มีอาการมีผังผืดหน้าอกข้างซ้าย","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","9 อาทิตย์นี้มีอาการมีผังผืดที่บริเวณหน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดบริเวณนมข้างซ้าย","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","8 สัปดาห์ก่อนหน้านี้มีอาการผังผืดที่หน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดตรงหน้าอกข้างซ้ายเริ่มประมาณ 5 อาทิตย์มา","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดบริเวณหน้าอกทั้งสองข้างน่าจะมีอาการมาราวๆ 5 วันจะมาหาหมอ","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ราวๆ 9 อาทิตย์มีอาการมีผังผืดที่บริเวณนมข้างขวา","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดที่บริเวณหน้าอกเริ่มราวๆ 1 ชั่วโมง","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ผังผืดที่บริเวณหน้าอกทั้งสองข้าง","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เมื่อ 2 ชั่วโมงมีอาการมีผังผืดบริเวณหน้าอก","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","เมื่อ 1 วันมีอาการผังผืดบริเวณเต้านมทั้งสองข้าง","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","2 สัปดาห์นี้มีอาการมีผังผืดที่บริเวณเต้านมทั้งสองข้าง","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดบริเวณหน้าอกทั้งสองข้าง","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดบริเวณหน้าอกประมาณ 2 สัปดาห์ก่อนพบแพทย์","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","1 เดือนมีอาการผังผืดเต้านม","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดหน้าอกขวา","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีผังผืดตรงหน้าอกประมาณ 6 ชั่วโมงก่อนหาหมอ","d0000035","ผังผืดที่เต้านม", "OPD Surgery"
CL0009,"คลินิกเต้านม","น้ำไหลออกที่หัวนม","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ประมาณ 8 วันนี้มีอาการหัวนมมีน้ำออกมา","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","หัวนมมีน้ำออกมา","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีน้ำไหลออกบริเวณหัวนม","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","หัวนมมีน้ำ","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีน้ำจากหัวนมคาดว่าประมาณ 6 เดือนจะมามาโรงพยาบาล","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","5 ชั่วโมงมีอาการหัวนมมีน้ำไหล","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีน้ำที่หัวนมเมื่อประมาณ 2 สัปดาห์จะมาหาหมอ","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","น้ำออกบริเวณหัวนม","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","หัวนมมีน้ำไหลออกมาประมาณ 5 เดือนก่อนจะมา","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","ประมาณ 6 สัปดาห์มีอาการหัวนมมีน้ำ","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","น้ำที่หัวนมราวๆ 4 วันก่อนจะมา","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","4 ชั่วโมงก่อนหน้านี้มีอาการมีน้ำออกที่หัวนม","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","หัวนมมีน้ำออกมาราวๆ 2 วันก่อน","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","มีน้ำจากหัวนมน่าจะมีอาการมาราวๆ 1 วันพบแพทย์","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
CL0009,"คลินิกเต้านม","หัวนมมีน้ำออกมาเริ่มราวๆ 5 ชั่วโมงมา","d0000036","มีน้ำออกจากหัวนม", "OPD Surgery"
